Index,Expression,Success_P,Avg_Time_P,Std_Time_P,Success_S,Avg_Time_S,Std_Time_S
141,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((33.45+146.88)+591.84)+91.64)+116.90)+798.57)+536.63)+197.69)+531.54)+579.39)+828.30)+168.46)+348.44)+233.23)+939.62)+257.29)+340.34)+101.14)+838.07)+370.48)+644.81)+323.34)+401.26)+951.75)+72.53)+940.62)+63.17)+694.33)+633.70)+612.35)+770.06)+463.98)+109.52)+762.38)+295.86)+515.70)+291.70)+615.57)+820.65)+709.52)+919.75)+183.22)+382.38)+732.70)+525.87)+306.17)+848.09)+807.86)+719.84)+323.24)+720.19)+161.01)+71.74)+726.89)+791.64)+136.95)+638.32)+186.63)+619.28)+168.70)+397.29)+203.32)+263.38)+564.64)+946.34)+132.84)+617.55)+169.92)+771.63)+737.97)+65.01)+701.18)+698.89)+268.85)+584.67)+614.15)+29.16)+145.82)+722.33)+226.08)+798.63)+636.75)+938.42)+949.26)+193.84)+787.79)+385.45)+221.96)+531.02)+918.21)+298.90)+693.36)+382.89)+312.91)+33.77)+533.00)+160.72)+185.58)+54.99)+276.89)+686.58)+396.66)+587.42)+724.48)+348.67)+65.20)+734.53)+246.36)+535.23)+661.45)+72.79)+449.56)+745.21)+788.16)+606.35)+5.94)+755.45)+855.32)+329.07)+687.01)+501.76)+116.08)+971.39)+201.73)+539.54)+80.16)+324.83)+437.52)+469.12)+540.83)+742.59)+743.26)+29.91)+620.32)+723.62)+838.37)+454.46)+65.84)+518.22)+692.36)+418.10)+84.13),0,139.47,23.9408,0,48.98,8.55048
142,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((935.14+867.79)+922.38)+400.13)+27.88)+567.69)+228.95)+14.23)+226.66)+422.65)+470.99)+2.67)+888.63)+270.78)+928.58)+726.61)+54.51)+207.61)+360.11)+352.08)+331.35)+990.32)+326.07)+325.23)+93.44)+517.97)+575.88)+829.99)+574.79)+432.00)+620.09)+864.35)+108.12)+158.42)+640.63)+133.01)+509.03)+200.36)+424.73)+405.16)+519.18)+829.44)+473.49)+875.09)+679.70)+708.63)+22.20)+82.73)+362.35)+996.03)+360.09)+962.28)+91.81)+67.25)+256.25)+852.97)+831.17)+460.86)+718.66)+472.49)+195.10)+111.03)+87.68)+635.29)+244.15)+501.69)+922.50)+537.94)+100.86)+183.87)+347.09)+516.20)+804.24)+847.75)+83.87)+533.11)+991.93)+397.25)+588.28)+234.76)+564.79)+467.07)+86.72)+490.93)+121.71)+508.99)+550.62)+289.09)+806.92)+843.88)+26.16)+700.80)+278.10)+9.77)+200.32)+752.67)+123.75)+934.56)+83.97)+218.04)+630.80)+911.46)+916.53)+160.53)+69.06)+655.45)+192.75)+534.85)+220.58)+287.75)+181.95)+987.49)+802.02)+545.82)+651.08)+780.54)+612.91)+181.81)+598.79)+890.62)+734.23)+127.02)+826.48)+641.73)+600.40)+940.83)+476.01)+246.07)+690.95)+716.73)+46.51)+777.40)+808.27)+620.60)+400.26)+112.14)+659.13)+993.52)+48.17)+535.19)+881.48)+16.83)+823.15),0,139.62,21.423,0,47.89,3.12983
143,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((673.07+205.28)+133.85)+539.48)+97.77)+175.51)+835.06)+869.96)+466.12)+109.69)+514.86)+215.19)+618.27)+332.55)+123.59)+233.77)+971.73)+888.62)+974.08)+331.04)+728.84)+628.01)+1.64)+617.36)+890.67)+569.93)+863.58)+118.39)+761.47)+18.78)+621.70)+947.17)+99.40)+640.46)+158.85)+781.85)+577.03)+118.89)+265.13)+87.11)+28.48)+661.51)+13.54)+554.77)+16.15)+451.32)+293.83)+338.05)+612.41)+752.01)+115.64)+642.48)+218.48)+2.84)+667.93)+838.56)+735.00)+102.80)+823.10)+774.90)+797.17)+111.46)+391.69)+196.83)+200.33)+947.86)+676.19)+731.29)+818.26)+432.94)+472.91)+204.19)+802.57)+812.89)+309.88)+197.27)+437.07)+810.58)+449.02)+620.93)+904.77)+453.13)+794.78)+932.15)+696.49)+880.75)+724.36)+259.28)+684.97)+292.87)+337.94)+731.40)+565.40)+665.69)+293.83)+342.34)+695.12)+823.73)+455.92)+598.93)+208.11)+783.29)+685.79)+92.99)+946.70)+261.94)+463.27)+143.91)+742.69)+408.44)+667.40)+986.70)+418.94)+59.64)+305.74)+513.61)+169.70)+192.14)+352.11)+903.64)+559.54)+209.65)+657.47)+164.91)+689.51)+666.40)+133.54)+445.17)+915.32)+826.01)+667.14)+618.09)+209.43)+969.23)+929.95)+636.59)+122.53)+310.77)+176.94)+763.57)+397.26)+801.52)+113.33)+787.40),0,139.56,19.2927,0,49.23,7.55967
144,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((848.57+862.87)+252.92)+899.32)+857.06)+660.49)+931.74)+704.52)+862.35)+507.98)+652.52)+893.81)+221.24)+336.44)+497.45)+666.57)+118.16)+906.83)+27.36)+888.41)+584.20)+579.63)+862.01)+744.47)+331.50)+511.23)+173.79)+821.93)+135.54)+976.21)+205.63)+89.05)+615.55)+521.51)+940.64)+417.52)+199.23)+420.27)+455.72)+339.50)+60.10)+101.57)+41.30)+119.93)+671.25)+731.76)+711.23)+607.66)+996.40)+448.73)+889.17)+341.90)+275.78)+52.87)+655.32)+943.07)+129.19)+226.32)+765.98)+772.32)+388.34)+874.13)+561.82)+578.52)+242.30)+324.24)+465.07)+441.02)+172.03)+240.69)+336.15)+607.18)+805.80)+155.01)+206.49)+550.13)+116.67)+943.93)+676.75)+220.01)+627.21)+592.39)+268.80)+801.13)+576.95)+846.73)+929.21)+197.59)+908.19)+879.84)+416.76)+499.45)+235.29)+499.85)+898.28)+458.86)+0.55)+165.97)+453.65)+507.17)+981.75)+341.60)+335.46)+7.95)+596.13)+175.14)+605.47)+210.58)+275.39)+529.58)+645.83)+395.81)+326.93)+668.40)+846.25)+990.62)+289.10)+961.28)+163.67)+829.93)+657.35)+46.32)+541.80)+61.28)+1.48)+886.77)+882.54)+895.44)+667.15)+760.32)+777.20)+340.36)+437.45)+148.36)+486.78)+299.63)+864.30)+296.45)+505.95)+568.27)+986.48)+751.60)+162.10)+474.63)+24.24),0,142.38,21.643,0,48.8,4.98483
145,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((368.23+763.90)+856.53)+722.56)+94.62)+269.62)+569.49)+405.37)+130.88)+624.84)+706.36)+820.67)+38.89)+556.02)+77.60)+214.54)+709.12)+204.27)+131.80)+190.83)+317.80)+335.67)+624.67)+838.79)+506.63)+4.44)+606.34)+694.58)+787.62)+608.79)+850.87)+608.00)+648.45)+540.11)+696.36)+752.82)+652.06)+217.02)+383.30)+143.16)+86.85)+676.60)+679.80)+407.32)+772.96)+195.49)+538.88)+993.85)+575.64)+808.05)+963.15)+634.95)+610.55)+444.88)+77.06)+165.37)+456.96)+106.53)+503.27)+400.25)+948.20)+468.62)+84.44)+162.50)+192.63)+562.36)+620.30)+322.79)+130.55)+127.88)+299.33)+844.15)+697.63)+28.09)+27.65)+769.71)+571.12)+863.48)+490.64)+137.68)+957.05)+191.31)+418.83)+310.95)+160.04)+838.44)+677.48)+344.45)+206.31)+489.82)+421.53)+617.22)+550.27)+378.23)+892.42)+924.29)+514.03)+244.74)+352.62)+563.37)+622.90)+142.16)+314.09)+990.53)+868.96)+640.39)+44.33)+11.59)+845.52)+588.21)+13.92)+985.22)+592.86)+252.64)+129.57)+678.23)+19.30)+443.44)+842.75)+62.08)+354.81)+266.28)+416.46)+374.58)+529.32)+267.16)+160.25)+283.69)+927.19)+363.34)+580.89)+955.40)+444.94)+127.72)+587.28)+449.04)+52.14)+373.82)+795.17)+499.75)+341.40)+909.74)+945.01)+812.53)+132.65)+394.15),0,142.19,19.5844,0,49.13,4.37314
146,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((490.34+141.21)+260.04)+419.55)+294.86)+715.08)+331.10)+849.78)+259.26)+329.52)+241.15)+11.02)+218.35)+875.78)+196.33)+668.49)+343.49)+90.25)+876.48)+942.06)+265.56)+254.99)+621.74)+618.71)+699.31)+355.13)+633.42)+874.66)+370.01)+782.19)+252.16)+115.21)+352.42)+57.27)+535.34)+536.29)+476.09)+726.91)+218.92)+310.95)+155.28)+731.93)+513.84)+26.52)+751.06)+143.68)+771.36)+188.60)+858.76)+150.26)+339.66)+599.72)+456.13)+190.33)+794.49)+975.96)+892.93)+453.97)+813.96)+283.61)+620.00)+395.81)+357.55)+375.77)+529.88)+688.58)+7.30)+748.57)+249.25)+227.57)+744.18)+499.62)+185.43)+537.55)+568.88)+167.43)+77.92)+612.30)+874.69)+883.33)+82.64)+894.04)+60.06)+489.98)+152.38)+97.63)+915.34)+168.76)+364.57)+353.17)+791.96)+510.40)+247.51)+955.55)+2.80)+96.87)+52.31)+237.06)+237.28)+928.85)+198.91)+139.71)+68.53)+850.15)+394.99)+587.74)+212.86)+458.75)+142.67)+936.59)+328.64)+386.95)+498.33)+496.20)+602.19)+28.27)+139.54)+167.35)+581.31)+35.68)+735.74)+594.55)+602.13)+985.71)+859.24)+226.77)+338.58)+579.22)+963.57)+734.18)+354.33)+232.19)+483.88)+531.53)+364.24)+854.50)+578.16)+56.31)+461.88)+751.59)+0.79)+349.27)+242.94)+130.36)+898.37)+888.74)+85.98),0,142.4,17.632,0,51.08,13.0382
147,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((13.94+291.40)+614.21)+44.06)+440.03)+598.09)+140.59)+922.91)+388.20)+496.07)+410.28)+634.56)+23.76)+400.85)+59.43)+793.25)+91.21)+989.89)+95.64)+350.42)+582.90)+841.69)+366.99)+71.94)+123.83)+190.13)+559.78)+224.28)+412.82)+226.59)+319.84)+481.27)+656.72)+498.54)+39.35)+389.64)+669.73)+227.26)+551.07)+784.14)+74.34)+370.36)+663.40)+769.98)+46.23)+39.20)+858.26)+824.46)+730.64)+835.10)+483.34)+477.19)+165.60)+301.65)+781.88)+106.58)+360.25)+788.05)+730.98)+658.06)+96.94)+193.41)+578.11)+248.86)+576.74)+194.90)+608.03)+220.62)+4.73)+490.26)+746.67)+199.26)+885.21)+721.10)+584.88)+88.49)+204.84)+749.68)+899.45)+987.49)+693.34)+12.10)+315.58)+964.81)+607.05)+714.54)+337.25)+175.17)+24.33)+981.47)+516.63)+25.99)+815.60)+872.50)+107.74)+829.18)+110.60)+819.71)+936.79)+606.09)+598.03)+94.71)+870.59)+70.97)+785.69)+60.51)+23.69)+216.48)+314.41)+284.23)+108.10)+791.09)+783.01)+41.61)+306.43)+237.30)+356.36)+319.05)+324.83)+373.34)+727.72)+821.58)+352.86)+519.15)+345.62)+807.42)+354.07)+928.54)+38.02)+965.30)+784.55)+945.55)+892.23)+645.26)+863.85)+771.69)+789.55)+8.38)+854.69)+765.22)+5.94)+816.79)+716.96)+7.98)+128.09)+798.60)+99.22)+660.05),0,143.97,20.6811,0,50.43,6.46241
148,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((464.52+185.47)+268.39)+830.61)+103.63)+744.54)+482.46)+721.43)+3.68)+827.63)+951.01)+552.07)+680.98)+292.04)+303.58)+328.17)+523.16)+828.03)+624.96)+663.99)+630.70)+109.34)+630.82)+212.23)+913.73)+73.06)+993.63)+900.39)+794.28)+459.45)+991.65)+648.62)+429.94)+972.33)+973.20)+544.07)+257.29)+311.18)+991.34)+452.64)+440.09)+554.08)+481.41)+113.02)+501.82)+14.12)+274.89)+134.43)+348.93)+456.82)+796.67)+572.01)+801.06)+406.92)+78.94)+689.15)+461.52)+738.96)+700.44)+293.68)+903.14)+101.91)+846.59)+721.20)+230.65)+512.27)+670.02)+992.67)+857.97)+819.98)+470.46)+79.08)+160.28)+860.44)+341.42)+186.34)+885.06)+171.43)+204.26)+986.62)+164.86)+839.08)+375.72)+792.42)+145.88)+829.00)+63.94)+658.01)+141.36)+824.09)+435.08)+443.70)+295.35)+935.12)+601.53)+875.29)+951.47)+291.74)+293.51)+18.48)+509.35)+570.12)+79.63)+283.98)+878.49)+824.24)+998.74)+750.81)+908.32)+124.24)+34.42)+460.12)+168.22)+291.59)+699.98)+631.63)+750.86)+713.46)+74.19)+931.94)+92.44)+597.77)+717.88)+414.88)+839.37)+368.61)+245.13)+850.41)+891.22)+652.42)+203.64)+583.59)+322.27)+332.26)+319.52)+130.20)+245.60)+760.84)+395.20)+175.77)+237.98)+741.13)+130.26)+207.65)+43.44)+179.43)+743.24)+650.64)+299.11),0,144.98,18.2591,0,52.83,12.9732
149,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((89.70+652.98)+554.13)+303.67)+736.12)+908.18)+714.28)+866.39)+424.46)+950.40)+341.70)+35.66)+277.05)+296.32)+329.80)+960.13)+904.22)+247.82)+100.67)+997.03)+80.52)+318.24)+681.07)+758.04)+435.91)+294.70)+31.28)+655.87)+183.90)+873.32)+854.00)+194.89)+565.32)+287.37)+910.88)+177.84)+903.08)+120.02)+115.69)+477.48)+985.10)+534.66)+50.50)+775.12)+490.59)+292.91)+899.74)+908.44)+182.24)+948.11)+924.43)+889.61)+698.80)+769.70)+389.82)+659.08)+137.74)+48.72)+871.23)+782.80)+583.25)+730.92)+579.51)+742.81)+468.35)+544.78)+63.10)+592.31)+929.29)+582.54)+703.64)+42.05)+685.46)+457.01)+33.94)+468.09)+119.72)+71.54)+320.72)+310.10)+855.44)+303.85)+827.86)+859.08)+551.97)+931.81)+859.46)+25.28)+940.98)+111.14)+887.80)+247.32)+757.50)+242.58)+116.48)+683.51)+691.90)+820.81)+275.51)+425.12)+966.58)+249.24)+930.23)+360.54)+542.22)+149.62)+644.66)+871.47)+848.38)+649.60)+783.25)+22.19)+872.40)+415.83)+858.61)+596.44)+375.54)+782.64)+790.23)+445.85)+441.36)+894.28)+226.03)+923.07)+109.78)+104.21)+383.05)+924.68)+166.74)+363.10)+589.49)+604.21)+19.86)+770.99)+25.57)+796.73)+627.19)+120.27)+383.27)+665.67)+966.39)+195.90)+435.25)+278.16)+73.01)+3.45)+2.51)+120.13)+962.06)+346.31),0,150.69,28.6676,0,52.05,10.941
150,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((370.29+439.18)+366.08)+750.52)+68.27)+341.45)+790.62)+917.68)+458.36)+580.95)+945.02)+3.64)+153.90)+520.51)+267.91)+784.38)+24.41)+202.03)+492.38)+454.01)+596.93)+587.01)+887.65)+672.31)+457.52)+490.69)+967.38)+672.59)+178.34)+295.27)+564.09)+680.26)+179.34)+162.71)+594.32)+804.29)+695.56)+309.38)+746.45)+643.42)+6.54)+999.02)+483.94)+621.84)+288.12)+498.75)+503.98)+458.46)+323.00)+678.21)+681.10)+169.46)+114.35)+955.28)+351.41)+164.00)+430.41)+914.70)+414.44)+448.35)+501.47)+224.58)+590.73)+364.15)+289.79)+491.25)+395.46)+458.30)+663.35)+928.59)+813.24)+177.83)+758.53)+617.07)+85.39)+209.54)+774.22)+358.49)+136.44)+143.80)+885.97)+515.12)+616.37)+288.05)+252.30)+401.23)+488.03)+327.04)+569.68)+584.20)+702.75)+82.95)+171.79)+356.72)+472.64)+620.75)+880.79)+356.40)+987.97)+859.58)+960.23)+554.50)+437.37)+794.52)+422.50)+912.97)+271.23)+555.89)+851.11)+555.34)+573.43)+662.84)+311.50)+367.75)+783.12)+827.83)+307.36)+795.59)+534.62)+318.41)+598.88)+413.14)+700.92)+319.58)+247.19)+581.80)+263.63)+859.33)+781.43)+530.97)+42.84)+60.38)+749.29)+282.94)+362.94)+886.70)+686.77)+499.87)+241.18)+523.97)+336.53)+4.20)+584.62)+766.00)+147.52)+441.44)+348.88)+707.80)+972.65)+364.65)+690.18),0,147.41,24.3082,0,51.9,7.323
151,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((918.46+590.01)+284.15)+713.79)+676.44)+916.83)+227.36)+159.25)+563.46)+122.76)+175.42)+273.65)+160.46)+915.11)+197.82)+721.62)+324.80)+888.03)+69.48)+735.55)+458.18)+622.76)+686.47)+570.77)+952.98)+758.42)+731.54)+1.47)+775.32)+784.44)+75.65)+489.27)+154.86)+798.38)+425.03)+403.88)+967.54)+459.94)+230.05)+375.16)+349.93)+199.10)+274.59)+55.73)+584.37)+539.93)+635.76)+190.78)+367.95)+120.48)+829.14)+306.88)+678.10)+803.83)+989.44)+599.35)+300.03)+670.78)+737.74)+120.59)+708.26)+661.35)+271.56)+159.16)+935.91)+918.95)+759.43)+768.16)+484.07)+819.60)+940.56)+51.70)+882.13)+957.47)+127.95)+465.07)+397.70)+110.37)+965.24)+707.67)+740.52)+866.71)+763.06)+690.29)+644.53)+591.50)+259.93)+707.14)+826.81)+270.58)+682.24)+378.23)+989.29)+967.49)+641.10)+957.42)+412.72)+621.22)+894.12)+450.76)+965.71)+684.50)+474.17)+456.83)+902.42)+910.61)+540.17)+687.50)+829.85)+265.67)+128.37)+559.01)+353.48)+864.09)+783.21)+455.93)+850.35)+859.56)+604.26)+821.28)+240.50)+10.57)+570.24)+992.30)+540.95)+751.97)+412.68)+918.35)+748.44)+47.99)+514.66)+924.45)+187.57)+473.93)+419.92)+658.99)+640.57)+132.93)+84.31)+929.87)+276.27)+276.49)+38.51)+280.21)+424.51)+663.17)+882.68)+279.16)+920.51)+6.94)+599.78)+454.46),0,151.92,32.5954,0,54.71,16.0575
152,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((150.58+809.39)+386.78)+681.73)+887.77)+825.21)+266.89)+669.53)+821.61)+882.56)+128.19)+469.43)+707.00)+573.47)+305.23)+64.69)+208.20)+244.59)+895.44)+696.33)+264.74)+429.44)+646.70)+126.47)+647.17)+916.15)+786.16)+960.60)+766.26)+585.20)+471.93)+656.25)+671.00)+520.54)+726.65)+740.29)+74.76)+520.86)+111.24)+527.76)+70.06)+563.53)+167.18)+761.71)+48.29)+561.92)+170.17)+82.27)+778.61)+142.40)+314.09)+901.75)+704.29)+53.62)+117.23)+300.05)+972.51)+914.08)+972.57)+46.79)+436.65)+805.07)+870.24)+207.34)+833.28)+974.65)+923.75)+543.47)+26.58)+799.14)+158.11)+413.68)+779.67)+916.12)+288.65)+366.48)+447.14)+113.61)+524.18)+858.70)+138.84)+448.22)+212.72)+182.28)+614.70)+260.92)+306.11)+847.84)+620.85)+581.64)+543.13)+403.41)+82.20)+534.56)+421.75)+314.49)+711.38)+155.30)+177.19)+93.22)+680.12)+733.02)+870.11)+16.34)+697.95)+509.10)+360.67)+822.58)+183.41)+611.79)+301.76)+705.57)+568.76)+126.03)+155.87)+786.87)+950.23)+475.42)+425.35)+917.48)+23.91)+853.37)+661.48)+566.25)+907.10)+660.78)+678.98)+580.67)+382.63)+918.50)+275.72)+967.46)+74.09)+307.75)+318.34)+336.47)+973.30)+295.63)+677.35)+293.50)+808.16)+825.90)+943.91)+233.28)+762.78)+7.24)+641.31)+546.06)+697.79)+840.82)+656.41)+277.67)+759.34),0,150.82,26.9655,0,54.53,14.5612
153,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((146.47+670.53)+596.39)+505.38)+885.20)+568.09)+889.58)+248.83)+136.11)+617.42)+28.39)+218.20)+209.26)+88.07)+134.77)+115.70)+497.56)+511.06)+417.92)+946.74)+855.85)+339.86)+9.39)+866.60)+983.02)+604.21)+14.44)+746.84)+146.69)+410.84)+952.26)+600.51)+828.40)+891.29)+893.28)+388.41)+51.81)+842.03)+44.99)+79.55)+7.05)+567.59)+526.69)+19.16)+46.66)+184.36)+465.79)+503.81)+496.43)+479.40)+243.13)+282.97)+818.65)+69.02)+73.47)+779.75)+211.88)+79.47)+650.44)+938.93)+655.74)+63.94)+706.49)+17.96)+799.06)+772.65)+936.74)+747.51)+376.52)+168.45)+116.52)+373.96)+87.11)+77.93)+848.79)+683.57)+764.95)+572.32)+54.42)+568.76)+84.20)+86.40)+76.42)+465.27)+834.54)+88.50)+464.00)+492.00)+14.09)+727.96)+747.64)+626.59)+151.00)+891.05)+828.23)+135.10)+625.04)+128.91)+610.81)+802.33)+845.21)+518.19)+256.31)+790.24)+533.60)+243.04)+741.16)+611.31)+309.34)+80.18)+568.44)+814.26)+195.99)+943.49)+188.39)+285.86)+387.67)+642.36)+182.84)+24.14)+723.62)+939.25)+976.55)+818.44)+518.42)+62.05)+802.02)+489.23)+501.34)+998.46)+113.81)+741.91)+304.92)+711.01)+863.46)+134.71)+62.15)+538.21)+700.61)+230.41)+485.08)+664.99)+428.85)+635.53)+380.93)+298.83)+472.05)+779.52)+346.77)+222.03)+672.84)+360.73)+826.18)+537.06),0,153.27,30.6706,0,54.61,17.4048
154,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((393.46+925.48)+513.96)+143.14)+751.25)+336.25)+323.58)+489.66)+713.82)+225.58)+265.74)+274.79)+345.76)+176.68)+394.07)+60.92)+816.50)+992.78)+642.15)+621.08)+571.37)+8.31)+640.16)+205.10)+149.62)+654.71)+765.99)+45.61)+556.37)+856.38)+165.78)+277.69)+78.13)+75.19)+742.12)+792.21)+713.26)+749.74)+836.44)+86.10)+29.33)+981.84)+807.55)+415.48)+929.64)+435.04)+740.85)+412.75)+43.56)+67.78)+180.76)+102.78)+402.94)+168.75)+125.45)+479.13)+782.55)+372.92)+610.11)+95.53)+648.64)+743.17)+509.23)+565.01)+98.30)+200.44)+714.69)+858.01)+655.20)+920.14)+767.86)+385.06)+714.48)+227.86)+693.70)+969.91)+325.27)+760.73)+561.33)+241.26)+798.88)+842.22)+111.19)+691.11)+548.97)+598.98)+9.43)+411.26)+92.31)+445.40)+853.07)+617.19)+173.34)+386.81)+184.50)+875.28)+911.11)+951.37)+636.86)+759.74)+28.70)+397.60)+470.54)+378.64)+746.93)+612.98)+278.52)+120.58)+620.03)+835.86)+332.77)+796.22)+50.85)+592.04)+425.47)+926.21)+775.69)+26.58)+721.64)+670.94)+409.78)+226.06)+454.94)+154.79)+530.69)+328.72)+720.60)+195.12)+421.13)+877.92)+229.36)+879.68)+805.17)+523.39)+539.72)+78.67)+266.06)+749.01)+635.52)+119.73)+356.69)+900.03)+790.01)+772.99)+678.15)+605.81)+929.67)+987.93)+96.35)+395.13)+923.48)+876.50)+333.52)+522.65)+122.00),0,150.1,23.4109,0,54.15,14.276
155,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((384.04+570.39)+599.89)+432.74)+88.83)+922.28)+839.28)+789.10)+420.26)+339.89)+580.24)+101.33)+79.61)+86.19)+523.97)+410.93)+533.95)+124.42)+152.80)+165.65)+86.43)+602.05)+674.66)+43.58)+490.01)+644.43)+9.91)+577.55)+961.21)+973.55)+536.18)+534.03)+414.01)+291.84)+32.62)+161.92)+323.60)+674.59)+820.22)+423.73)+709.71)+31.84)+132.37)+793.91)+288.46)+155.69)+674.94)+763.37)+931.61)+501.25)+475.77)+253.28)+926.03)+793.90)+50.06)+383.12)+181.22)+821.70)+308.79)+785.47)+449.71)+355.14)+878.21)+113.60)+193.28)+441.02)+145.82)+720.64)+813.92)+587.88)+568.33)+860.69)+654.07)+32.20)+153.01)+657.42)+328.30)+694.58)+724.27)+810.39)+225.79)+835.18)+897.67)+65.50)+870.19)+342.94)+747.66)+878.02)+933.98)+467.63)+422.37)+815.37)+907.86)+484.25)+818.70)+878.67)+789.19)+905.93)+26.68)+382.95)+197.22)+751.53)+889.57)+956.42)+621.27)+691.38)+942.17)+968.67)+456.14)+407.12)+391.22)+243.38)+501.58)+106.44)+983.42)+419.48)+172.66)+906.25)+350.77)+383.31)+363.39)+428.67)+654.76)+635.86)+944.61)+65.51)+983.94)+113.15)+715.41)+899.04)+173.01)+820.44)+168.82)+435.16)+801.83)+310.80)+637.89)+76.22)+39.53)+376.99)+38.08)+45.56)+682.37)+636.96)+452.64)+441.50)+362.42)+245.98)+128.69)+932.69)+645.73)+789.97)+8.94)+301.58)+636.24)+210.54),0,158.24,34.3067,0,56.37,15.4558
156,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((586.38+205.79)+664.47)+755.49)+564.88)+939.56)+132.33)+98.67)+392.13)+468.10)+407.77)+451.37)+130.21)+386.86)+886.38)+315.66)+352.01)+153.85)+735.48)+238.53)+36.93)+664.27)+451.51)+572.24)+596.74)+392.64)+81.73)+582.03)+112.92)+878.90)+680.68)+177.26)+149.82)+70.74)+985.15)+389.83)+790.00)+501.86)+814.55)+170.64)+913.15)+332.52)+693.26)+628.49)+13.09)+11.11)+767.53)+860.18)+980.62)+251.56)+888.77)+528.47)+28.94)+460.71)+234.02)+170.89)+173.47)+453.65)+472.82)+662.40)+989.84)+320.03)+692.54)+584.26)+696.32)+68.23)+778.66)+908.27)+338.96)+927.37)+288.90)+589.93)+25.29)+992.11)+315.97)+501.76)+149.98)+793.09)+483.99)+411.91)+27.84)+856.03)+234.80)+311.08)+252.86)+832.22)+74.26)+141.63)+362.20)+490.00)+434.17)+115.69)+484.97)+866.76)+648.95)+978.68)+633.37)+34.53)+314.61)+573.27)+995.10)+683.34)+959.60)+5.90)+123.45)+784.31)+932.49)+312.90)+949.04)+504.91)+977.50)+839.25)+316.88)+824.74)+381.57)+7.23)+524.53)+739.19)+555.18)+863.55)+703.69)+968.69)+759.57)+127.16)+209.56)+109.00)+887.38)+154.10)+903.20)+4.55)+494.31)+949.83)+726.31)+156.06)+889.85)+789.40)+362.36)+112.36)+406.23)+524.19)+8.72)+586.70)+646.64)+77.10)+797.46)+843.34)+59.17)+463.87)+280.64)+748.97)+932.96)+235.57)+178.13)+794.99)+340.65)+244.75)+577.04),0,176.79,51.5059,0,64.49,23.2103
